"FirstFound"	"LastPresent"	"LastChecked"	"Fate"	"Freq"	"NestAge"	"Year"	"std_time"
"481"	73	73	75	1	1	-65	"2010"	1.849473051
"482"	5	30	30	0	1	1	"2011"	-1.506411493
"483"	13	38	38	0	1	-8	"2011"	-1.10570886
"484"	18	46	46	0	1	-16	"2011"	-0.705006228
"485"	18	33	33	0	1	-10	"2011"	-1.005533202
"486"	19	41	44	1	1	-14	"2011"	-0.805181886
"487"	21	41	41	0	1	-13	"2011"	-0.855269715
"488"	23	49	49	0	1	-18	"2011"	-0.554742741
"489"	26	49	49	0	1	-18	"2011"	-0.554742741
"490"	30	44	47	1	1	-22	"2011"	-0.354391425
"491"	37	59	59	0	1	-32	"2011"	0.196574694
"492"	13	27	31	1	1	-5	"2011"	-1.255972348
"493"	14	32	32	0	1	-6	"2011"	-1.205884519
"494"	14	37	37	0	1	-9	"2011"	-1.055621031
"495"	14	37	37	0	1	-6	"2011"	-1.205884519
"496"	35	48	50	1	1	-25	"2011"	-0.204127938
"497"	37	62	62	0	1	-32	"2011"	0.196574694
"498"	48	59	62	1	1	-40	"2011"	0.597277326
"499"	5	31	31	0	1	-1	"2011"	-1.456323664
"500"	21	49	49	0	1	-19	"2011"	-0.504654912
"501"	71	73	76	1	1	-66	"2011"	1.89956088
"502"	5	37	37	0	1	-4	"2011"	-1.306060177
"503"	52	73	73	0	1	-47	"2011"	0.947892129
"504"	6	6	8	1	1	-2	"2011"	-1.406235835
"505"	8	33	33	0	1	-3	"2011"	-1.356148006
"506"	8	36	36	0	1	-6	"2011"	-1.205884519
"507"	8	34	34	0	1	-3	"2011"	-1.356148006
"508"	8	33	33	0	1	-3	"2011"	-1.356148006
"509"	8	10	13	1	1	-3	"2011"	-1.356148006
"510"	8	34	34	0	1	-3	"2011"	-1.356148006
"511"	35	50	50	0	1	-25	"2011"	-0.204127938
"512"	39	56	60	1	1	-36	"2011"	0.39692601
"513"	45	50	53	1	1	-43	"2011"	0.747540813
"514"	46	61	65	1	1	-44	"2011"	0.797628642
"515"	11	27	27	0	1	-1	"2011"	-1.456323664
"516"	26	51	51	0	1	-21	"2011"	-0.404479254
"517"	70	73	76	1	1	-67	"2011"	1.949648709
"518"	69	73	76	1	1	-61	"2011"	1.649121735
"519"	50	76	76	0	1	-45	"2011"	0.847716471
"520"	69	73	76	1	1	-66	"2011"	1.89956088
"521"	51	69	69	0	1	-43	"2011"	0.747540813
"522"	51	73	76	1	1	-50	"2011"	1.098155616
"523"	1	17	20	1	1	4	"2011"	-1.65667498
"524"	58	73	76	1	1	-55	"2011"	1.348594761
"525"	12	14	16	1	1	-2	"2011"	-1.406235835
"526"	19	21	24	1	1	-18	"2011"	-0.554742741
"527"	26	43	43	0	1	-16	"2011"	-0.705006228
"528"	49	66	70	1	1	-25	"2011"	0.797628642
"529"	47	58	61	1	1	-46	"2011"	0.8978043
"530"	71	73	76	1	1	-66	"2011"	1.89956088
"531"	42	57	57	0	1	-34	"2011"	0.296750352
"532"	60	73	76	1	1	-58	"2011"	1.498858248
"533"	48	51	54	1	1	-43	"2011"	0.747540813
"534"	54	63	63	0	1	-44	"2011"	0.797628642
"535"	55	75	75	0	1	-47	"2011"	0.947892129
"536"	55	58	61	1	1	-50	"2011"	1.098155616
"537"	55	73	76	1	1	-50	"2011"	1.098155616
"538"	69	73	76	1	1	-64	"2011"	1.799385222
"539"	70	73	76	1	1	-69	"2011"	2.049824367
"540"	42	65	65	0	1	-34	"2011"	0.296750352
"541"	72	74	76	1	1	-64	"2011"	1.799385222
"542"	43	69	69	0	1	-38	"2011"	0.497101668
"543"	43	55	55	0	1	-35	"2011"	0.346838181
"544"	43	45	47	1	1	-37	"2011"	0.447013839
"545"	46	71	71	0	1	-41	"2011"	0.647365155
"546"	46	54	57	1	1	-41	"2011"	0.647365155
"547"	46	51	54	1	1	-38	"2011"	0.497101668
"548"	47	73	73	0	1	-45	"2011"	0.847716471
"549"	70	73	76	1	1	-65	"2011"	1.849473051
"550"	32	36	36	0	1	-12	"2012"	-0.905357544
"551"	30	44	44	0	1	-19	"2012"	-0.504654912
"552"	55	57	59	1	1	-47	"2012"	0.947892129
"553"	10	41	41	0	1	-10	"2012"	-0.654918399
"554"	35	41	41	0	1	-16	"2012"	-0.705006228
"555"	43	63	67	1	1	-42	"2012"	0.697452984
"556"	18	36	40	1	1	-16	"2012"	-0.705006228
"557"	27	27	30	1	1	-26	"2012"	-0.053864451
"558"	55	57	59	1	1	-50	"2012"	1.098155616
"559"	27	46	46	0	1	-22	"2012"	-0.354391425
"560"	27	40	40	0	1	-17	"2012"	-0.654918399
"561"	30	49	49	0	1	-25	"2012"	-0.204127938
"562"	19	45	45	0	1	-18	"2012"	-0.554742741
"563"	32	38	40	1	1	-27	"2012"	-0.10395228
"564"	36	43	47	1	1	-34	"2012"	0.296750352
"565"	36	42	42	0	1	-17	"2012"	-0.654918399
"566"	30	41	44	1	1	-29	"2012"	-0.003776622
"567"	32	43	47	1	1	-24	"2012"	-0.254215767
"568"	32	43	47	1	1	-27	"2012"	-0.10395228
"569"	32	43	47	1	1	-27	"2012"	-0.10395228
"570"	34	43	47	1	1	-29	"2012"	-0.003776622
"571"	30	37	40	1	1	-25	"2012"	-0.204127938
"572"	39	45	47	1	1	-32	"2012"	0.196574694
"573"	39	45	47	1	1	-27	"2012"	-0.10395228
"574"	43	43	46	1	1	-38	"2012"	0.497101668
"575"	44	44	47	1	1	-41	"2012"	0.647365155
"576"	30	46	46	0	1	-28	"2012"	-0.053864451
"577"	31	44	47	1	1	-29	"2012"	-0.003776622
"578"	31	46	46	0	1	-23	"2012"	-0.304303596
"579"	31	42	44	1	1	-26	"2012"	-0.154040109
"580"	31	44	47	1	1	-26	"2012"	-0.154040109
"581"	31	40	40	0	1	-20	"2012"	-0.454567083
